worker-5  | 2026-03-30 11:15:56,639 [INFO] Worker starting with Supabase library...
worker-4  | 2026-03-30 11:31:39,222 [ERROR] [stress-test-0-d659] Processing error: 'Stealth' object has no attribute 'apply'
worker-4  | 2026-03-30 11:31:39,222 [INFO] [stress-test-0-d659] Retrying in 5s (attempt 1/3)
worker-4  | 2026-03-30 11:31:39,240 [ERROR] [stress-test-4-a727] Processing error: 'Stealth' object has no attribute 'apply'
worker-4  | 2026-03-30 11:31:39,240 [INFO] [stress-test-4-a727] Retrying in 5s (attempt 1/3)
worker-4  | 2026-03-30 11:31:44,277 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-4  | 2026-03-30 11:31:44,277 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-4-a727","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"How does a transformer neural network work?"}'
worker-4  | 2026-03-30 11:31:44,277 [INFO] [stress-test-4-a727] Starting — query: 'How does a transformer neural network work?', location: India, attempt: 2/4
worker-4  | 2026-03-30 11:31:44,563 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-4-a727 "HTTP/2 200 OK"
worker-4  | 2026-03-30 11:31:44,592 [INFO] [stress-test-4-a727] Status → processing
worker-4  | 2026-03-30 11:31:44,692 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-4  | 2026-03-30 11:31:44,693 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-8-8109","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"Who won the most Oscars in history?"}'
worker-4  | 2026-03-30 11:31:44,693 [INFO] [stress-test-8-8109] Starting — query: 'Who won the most Oscars in history?', location: India, attempt: 2/4
worker-4  | 2026-03-30 11:31:44,786 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-8-8109 "HTTP/2 200 OK"
worker-4  | 2026-03-30 11:31:44,789 [INFO] [stress-test-8-8109] Status → processing
worker-4  | 2026-03-30 11:31:45,156 [ERROR] [stress-test-4-a727] Processing error: 'Stealth' object has no attribute 'apply'
worker-4  | 2026-03-30 11:31:45,156 [INFO] [stress-test-4-a727] Retrying in 10s (attempt 2/3)
worker-4  | 2026-03-30 11:31:45,541 [ERROR] [stress-test-8-8109] Processing error: 'Stealth' object has no attribute 'apply'
worker-4  | 2026-03-30 11:31:45,541 [INFO] [stress-test-8-8109] Retrying in 10s (attempt 2/3)
worker-4  | 2026-03-30 11:31:55,159 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-4  | 2026-03-30 11:31:55,159 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-4-a727","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"How does a transformer neural network work?"}'
worker-4  | 2026-03-30 11:31:55,159 [INFO] [stress-test-4-a727] Starting — query: 'How does a transformer neural network work?', location: India, attempt: 3/4
worker-4  | 2026-03-30 11:31:55,277 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-4-a727 "HTTP/2 200 OK"
worker-4  | 2026-03-30 11:31:55,283 [INFO] [stress-test-4-a727] Status → processing
worker-4  | 2026-03-30 11:31:55,397 [ERROR] [stress-test-4-a727] Processing error: 'Stealth' object has no attribute 'apply'
worker-4  | 2026-03-30 11:31:55,397 [INFO] [stress-test-4-a727] Retrying in 15s (attempt 3/3)
worker-4  | 2026-03-30 11:31:55,620 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-4  | 2026-03-30 11:31:55,620 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-2-7494","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"Latest breakthroughs in Quantum Computing 2024"}'
worker-4  | 2026-03-30 11:31:55,620 [INFO] [stress-test-2-7494] Starting — query: 'Latest breakthroughs in Quantum Computing 2024', location: India, attempt: 3/4
worker-4  | 2026-03-30 11:31:55,683 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-2-7494 "HTTP/2 200 OK"
worker-4  | 2026-03-30 11:31:55,684 [INFO] [stress-test-2-7494] Status → processing
worker-4  | 2026-03-30 11:31:55,933 [ERROR] [stress-test-2-7494] Processing error: 'Stealth' object has no attribute 'apply'
worker-4  | 2026-03-30 11:31:55,933 [INFO] [stress-test-2-7494] Retrying in 15s (attempt 3/3)
worker-4  | 2026-03-30 11:32:10,416 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-4  | 2026-03-30 11:32:10,416 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-4-a727","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"How does a transformer neural network work?"}'
worker-4  | 2026-03-30 11:32:10,416 [INFO] [stress-test-4-a727] Starting — query: 'How does a transformer neural network work?', location: India, attempt: 4/4
worker-4  | 2026-03-30 11:32:10,551 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-4-a727 "HTTP/2 200 OK"
worker-4  | 2026-03-30 11:32:10,552 [INFO] [stress-test-4-a727] Status → processing
worker-4  | 2026-03-30 11:32:10,628 [ERROR] [stress-test-4-a727] Processing error: 'Stealth' object has no attribute 'apply'
worker-4  | 2026-03-30 11:32:10,629 [ERROR] [stress-test-4-a727] Exhausted 3 retries — marking failed
worker-4  | 2026-03-30 11:32:10,715 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-4-a727 "HTTP/2 200 OK"
worker-4  | 2026-03-30 11:32:10,717 [INFO] [stress-test-4-a727] Status → failed
worker-4  | 2026-03-30 11:32:10,990 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-4  | 2026-03-30 11:32:10,990 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-5-f6f2","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"Benefits of Mediterranean diet for heart health"}'
worker-4  | 2026-03-30 11:32:10,990 [INFO] [stress-test-5-f6f2] Starting — query: 'Benefits of Mediterranean diet for heart health', location: India, attempt: 4/4
worker-4  | 2026-03-30 11:32:11,052 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-5-f6f2 "HTTP/2 200 OK"
worker-4  | 2026-03-30 11:32:11,053 [INFO] [stress-test-5-f6f2] Status → processing
worker-4  | 2026-03-30 11:32:11,158 [ERROR] [stress-test-5-f6f2] Processing error: 'Stealth' object has no attribute 'apply'
worker-4  | 2026-03-30 11:32:11,158 [ERROR] [stress-test-5-f6f2] Exhausted 3 retries — marking failed
worker-4  | 2026-03-30 11:32:11,218 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-5-f6f2 "HTTP/2 200 OK"
worker-4  | 2026-03-30 11:32:11,219 [INFO] [stress-test-5-f6f2] Status → failed
worker-1  | 2026-03-30 11:15:48,302 [INFO] Worker starting with Supabase library...
worker-1  | 2026-03-30 11:15:48,526 [INFO] Supabase library client initialized
worker-1  | 2026-03-30 11:16:07,123 [INFO] Connecting to RabbitMQ...
worker-1  | 2026-03-30 11:16:07,292 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-1  | 2026-03-30 11:16:07,293 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-1  | 2026-03-30 11:16:12,297 [INFO] Connecting to RabbitMQ...
worker-1  | 2026-03-30 11:16:12,301 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-1  | 2026-03-30 11:16:12,302 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-1  | 2026-03-30 11:16:17,308 [INFO] Connecting to RabbitMQ...
worker-1  | 2026-03-30 11:16:17,312 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-1  | 2026-03-30 11:16:17,312 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-1  | 2026-03-30 11:16:22,342 [INFO] Connecting to RabbitMQ...
worker-1  | 2026-03-30 11:16:22,392 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-1  | 2026-03-30 11:16:22,392 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-1  | 2026-03-30 11:16:27,395 [INFO] Connecting to RabbitMQ...
worker-1  | 2026-03-30 11:16:27,407 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-1  | 2026-03-30 11:16:27,408 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-1  | 2026-03-30 11:16:32,411 [INFO] Connecting to RabbitMQ...
worker-1  | 2026-03-30 11:16:32,422 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-1  | 2026-03-30 11:16:32,423 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-1  | 2026-03-30 11:16:37,425 [INFO] Connecting to RabbitMQ...
worker-1  | 2026-03-30 11:16:37,429 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-1  | 2026-03-30 11:16:37,430 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-1  | 2026-03-30 11:16:42,433 [INFO] Connecting to RabbitMQ...
worker-1  | 2026-03-30 11:16:42,437 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-1  | 2026-03-30 11:16:42,437 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-1  | 2026-03-30 11:16:47,440 [INFO] Connecting to RabbitMQ...
worker-1  | 2026-03-30 11:16:47,442 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-1  | 2026-03-30 11:16:47,442 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-1  | 2026-03-30 11:16:52,448 [INFO] Connecting to RabbitMQ...
worker-1  | 2026-03-30 11:16:52,462 [INFO] Ready — consuming with concurrency=4
worker-1  | 2026-03-30 11:31:34,905 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-1  | 2026-03-30 11:31:34,970 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-1  | 2026-03-30 11:31:34,977 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-2-7494","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"Latest breakthroughs in Quantum Computing 2024"}'
worker-1  | 2026-03-30 11:31:34,993 [INFO] [stress-test-2-7494] Starting — query: 'Latest breakthroughs in Quantum Computing 2024', location: India, attempt: 1/4
worker-1  | 2026-03-30 11:31:35,910 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-2-7494 "HTTP/2 200 OK"
worker-1  | 2026-03-30 11:31:36,121 [INFO] [stress-test-2-7494] Status → processing
worker-1  | 2026-03-30 11:31:36,210 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-9-7d9b","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"NASA\'s next mission to Mars details"}'
worker-1  | 2026-03-30 11:31:36,211 [INFO] [stress-test-9-7d9b] Starting — query: "NASA's next mission to Mars details", location: India, attempt: 1/4
worker-1  | 2026-03-30 11:31:36,286 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-9-7d9b "HTTP/2 200 OK"
worker-1  | 2026-03-30 11:31:36,290 [INFO] [stress-test-9-7d9b] Status → processing
worker-1  | 2026-03-30 11:31:39,228 [ERROR] [stress-test-9-7d9b] Processing error: 'Stealth' object has no attribute 'apply'
worker-1  | 2026-03-30 11:31:39,237 [INFO] [stress-test-9-7d9b] Retrying in 5s (attempt 1/3)
worker-1  | 2026-03-30 11:31:39,254 [ERROR] [stress-test-2-7494] Processing error: 'Stealth' object has no attribute 'apply'
worker-1  | 2026-03-30 11:31:39,254 [INFO] [stress-test-2-7494] Retrying in 5s (attempt 1/3)
worker-1  | 2026-03-30 11:31:44,309 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-1  | 2026-03-30 11:31:44,309 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-7-2057","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"Top 5 electric SUVs with highest range in 2024"}'
worker-1  | 2026-03-30 11:31:44,310 [INFO] [stress-test-7-2057] Starting — query: 'Top 5 electric SUVs with highest range in 2024', location: India, attempt: 2/4
worker-1  | 2026-03-30 11:31:44,563 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-7-2057 "HTTP/2 200 OK"
worker-1  | 2026-03-30 11:31:44,616 [INFO] [stress-test-7-2057] Status → processing
worker-1  | 2026-03-30 11:31:44,857 [ERROR] [stress-test-7-2057] Processing error: 'Stealth' object has no attribute 'apply'
worker-1  | 2026-03-30 11:31:44,858 [INFO] [stress-test-7-2057] Retrying in 10s (attempt 2/3)
worker-1  | 2026-03-30 11:31:44,929 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-1  | 2026-03-30 11:31:44,929 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-5-f6f2","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"Benefits of Mediterranean diet for heart health"}'
worker-1  | 2026-03-30 11:31:44,929 [INFO] [stress-test-5-f6f2] Starting — query: 'Benefits of Mediterranean diet for heart health', location: India, attempt: 2/4
worker-1  | 2026-03-30 11:31:45,022 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-5-f6f2 "HTTP/2 200 OK"
worker-1  | 2026-03-30 11:31:45,024 [INFO] [stress-test-5-f6f2] Status → processing
worker-1  | 2026-03-30 11:31:45,624 [ERROR] [stress-test-5-f6f2] Processing error: 'Stealth' object has no attribute 'apply'
worker-1  | 2026-03-30 11:31:45,624 [INFO] [stress-test-5-f6f2] Retrying in 10s (attempt 2/3)
worker-1  | 2026-03-30 11:31:55,542 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-1  | 2026-03-30 11:31:55,542 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-8-8109","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"Who won the most Oscars in history?"}'
worker-1  | 2026-03-30 11:31:55,542 [INFO] [stress-test-8-8109] Starting — query: 'Who won the most Oscars in history?', location: India, attempt: 3/4
worker-1  | 2026-03-30 11:31:55,664 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-8-8109 "HTTP/2 200 OK"
worker-1  | 2026-03-30 11:31:55,666 [INFO] [stress-test-8-8109] Status → processing
worker-1  | 2026-03-30 11:31:55,701 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-1  | 2026-03-30 11:31:55,701 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-3-83c0","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"Best places to visit in Japan during spring"}'
worker-1  | 2026-03-30 11:31:55,704 [INFO] [stress-test-3-83c0] Starting — query: 'Best places to visit in Japan during spring', location: India, attempt: 3/4
worker-1  | 2026-03-30 11:31:55,785 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-3-83c0 "HTTP/2 200 OK"
worker-1  | 2026-03-30 11:31:55,791 [INFO] [stress-test-3-83c0] Status → processing
worker-1  | 2026-03-30 11:31:55,919 [ERROR] [stress-test-8-8109] Processing error: 'Stealth' object has no attribute 'apply'
worker-1  | 2026-03-30 11:31:55,919 [INFO] [stress-test-8-8109] Retrying in 15s (attempt 3/3)
worker-1  | 2026-03-30 11:31:56,021 [ERROR] [stress-test-3-83c0] Processing error: 'Stealth' object has no attribute 'apply'
worker-1  | 2026-03-30 11:31:56,021 [INFO] [stress-test-3-83c0] Retrying in 15s (attempt 3/3)
worker-1  | 2026-03-30 11:32:10,937 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-1  | 2026-03-30 11:32:10,937 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-2-7494","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"Latest breakthroughs in Quantum Computing 2024"}'
worker-1  | 2026-03-30 11:32:10,937 [INFO] [stress-test-2-7494] Starting — query: 'Latest breakthroughs in Quantum Computing 2024', location: India, attempt: 4/4
worker-1  | 2026-03-30 11:32:11,064 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-2-7494 "HTTP/2 200 OK"
worker-1  | 2026-03-30 11:32:11,065 [INFO] [stress-test-2-7494] Status → processing
worker-1  | 2026-03-30 11:32:11,069 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-1  | 2026-03-30 11:32:11,069 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-3-83c0","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"Best places to visit in Japan during spring"}'
worker-1  | 2026-03-30 11:32:11,069 [INFO] [stress-test-3-83c0] Starting — query: 'Best places to visit in Japan during spring', location: India, attempt: 4/4
worker-1  | 2026-03-30 11:32:11,135 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-3-83c0 "HTTP/2 200 OK"
worker-1  | 2026-03-30 11:32:11,137 [INFO] [stress-test-3-83c0] Status → processing
worker-1  | 2026-03-30 11:32:11,304 [ERROR] [stress-test-2-7494] Processing error: 'Stealth' object has no attribute 'apply'
worker-1  | 2026-03-30 11:32:11,304 [ERROR] [stress-test-2-7494] Exhausted 3 retries — marking failed
worker-1  | 2026-03-30 11:32:11,373 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-2-7494 "HTTP/2 200 OK"
worker-1  | 2026-03-30 11:32:11,374 [INFO] [stress-test-2-7494] Status → failed
worker-1  | 2026-03-30 11:32:11,376 [ERROR] [stress-test-3-83c0] Processing error: 'Stealth' object has no attribute 'apply'
worker-1  | 2026-03-30 11:32:11,376 [ERROR] [stress-test-3-83c0] Exhausted 3 retries — marking failed
worker-1  | 2026-03-30 11:32:11,455 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-3-83c0 "HTTP/2 200 OK"
worker-1  | 2026-03-30 11:32:11,456 [INFO] [stress-test-3-83c0] Status → failed
worker-5  | 2026-03-30 11:31:55,985 [ERROR] [stress-test-5-f6f2] Processing error: 'Stealth' object has no attribute 'apply'
worker-5  | 2026-03-30 11:31:55,985 [INFO] [stress-test-5-f6f2] Retrying in 15s (attempt 3/3)
worker-5  | 2026-03-30 11:32:10,569 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-5  | 2026-03-30 11:32:10,569 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-0-d659","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"What is the current price of Bitcoin?"}'
worker-5  | 2026-03-30 11:32:10,569 [INFO] [stress-test-0-d659] Starting — query: 'What is the current price of Bitcoin?', location: India, attempt: 4/4
worker-5  | 2026-03-30 11:32:10,714 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-0-d659 "HTTP/2 200 OK"
worker-5  | 2026-03-30 11:32:10,719 [INFO] [stress-test-0-d659] Status → processing
worker-5  | 2026-03-30 11:32:10,848 [ERROR] [stress-test-0-d659] Processing error: 'Stealth' object has no attribute 'apply'
worker-5  | 2026-03-30 11:32:10,848 [ERROR] [stress-test-0-d659] Exhausted 3 retries — marking failed
worker-5  | 2026-03-30 11:32:10,910 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-0-d659 "HTTP/2 200 OK"
worker-5  | 2026-03-30 11:32:10,914 [INFO] [stress-test-0-d659] Status → failed
worker-5  | 2026-03-30 11:32:11,019 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-5  | 2026-03-30 11:32:11,020 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-1-971a","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"How to make a perfect Neapolitan pizza?"}'
worker-5  | 2026-03-30 11:32:11,020 [INFO] [stress-test-1-971a] Starting — query: 'How to make a perfect Neapolitan pizza?', location: India, attempt: 4/4
worker-5  | 2026-03-30 11:32:11,089 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-1-971a "HTTP/2 200 OK"
worker-5  | 2026-03-30 11:32:11,090 [INFO] [stress-test-1-971a] Status → processing
worker-5  | 2026-03-30 11:32:11,230 [ERROR] [stress-test-1-971a] Processing error: 'Stealth' object has no attribute 'apply'
worker-5  | 2026-03-30 11:32:11,230 [ERROR] [stress-test-1-971a] Exhausted 3 retries — marking failed
worker-5  | 2026-03-30 11:32:11,297 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-1-971a "HTTP/2 200 OK"
worker-5  | 2026-03-30 11:32:11,300 [INFO] [stress-test-1-971a] Status → failed
worker-3  | 2026-03-30 11:15:48,304 [INFO] Worker starting with Supabase library...
worker-3  | 2026-03-30 11:15:48,526 [INFO] Supabase library client initialized
worker-3  | 2026-03-30 11:16:07,067 [INFO] Connecting to RabbitMQ...
worker-3  | 2026-03-30 11:16:07,163 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-3  | 2026-03-30 11:16:07,183 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-3  | 2026-03-30 11:16:12,285 [INFO] Connecting to RabbitMQ...
worker-3  | 2026-03-30 11:16:12,321 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-3  | 2026-03-30 11:16:12,322 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-3  | 2026-03-30 11:16:17,328 [INFO] Connecting to RabbitMQ...
worker-3  | 2026-03-30 11:16:17,331 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-3  | 2026-03-30 11:16:17,331 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-3  | 2026-03-30 11:16:22,342 [INFO] Connecting to RabbitMQ...
worker-3  | 2026-03-30 11:16:22,348 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-3  | 2026-03-30 11:16:22,349 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-3  | 2026-03-30 11:16:27,352 [INFO] Connecting to RabbitMQ...
worker-3  | 2026-03-30 11:16:27,367 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-3  | 2026-03-30 11:16:27,367 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-3  | 2026-03-30 11:16:32,372 [INFO] Connecting to RabbitMQ...
worker-3  | 2026-03-30 11:16:32,378 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-3  | 2026-03-30 11:16:32,379 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-3  | 2026-03-30 11:16:37,382 [INFO] Connecting to RabbitMQ...
worker-3  | 2026-03-30 11:16:37,387 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-3  | 2026-03-30 11:16:37,387 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-3  | 2026-03-30 11:16:42,393 [INFO] Connecting to RabbitMQ...
worker-3  | 2026-03-30 11:16:42,396 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-3  | 2026-03-30 11:16:42,397 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-3  | 2026-03-30 11:16:47,397 [INFO] Connecting to RabbitMQ...
worker-3  | 2026-03-30 11:16:47,400 [INFO] Connection to amqp://admin:******@rabbitmq:5672/ closed. Reconnecting after 5 seconds.
worker-3  | 2026-03-30 11:16:47,400 [ERROR] RabbitMQ error: [Errno 111] Connect call failed ('172.18.0.2', 5672) — reconnecting in 5s...
worker-3  | 2026-03-30 11:16:52,405 [INFO] Connecting to RabbitMQ...
worker-3  | 2026-03-30 11:16:52,424 [INFO] Ready — consuming with concurrency=4
worker-3  | 2026-03-30 11:31:34,910 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-3  | 2026-03-30 11:31:34,977 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-3  | 2026-03-30 11:31:34,984 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-6-e183","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"History of the Ottoman Empire summary"}'
worker-3  | 2026-03-30 11:31:34,999 [INFO] [stress-test-6-e183] Starting — query: 'History of the Ottoman Empire summary', location: India, attempt: 1/4
worker-3  | 2026-03-30 11:31:35,914 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-6-e183 "HTTP/2 200 OK"
worker-3  | 2026-03-30 11:31:36,115 [INFO] [stress-test-6-e183] Status → processing
